files,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,labels
<DirEntry 'country.00042.wav'>,0.08361920255703789,1852.924646780354,4164.626402534078,-132.42672729492188,124.24469757080078,-31.43733024597168,66.69660949707031,-19.4610538482666,41.04696273803711,-25.548871994018555,16.757707595825195,-19.323211669921875,11.08351993560791,-16.83072853088379,8.127477645874023,-0.8541454076766968,<DirEntry 'country
<DirEntry 'country.00043.wav'>,0.13250699378866976,2085.828389726641,4095.621895845418,-130.3730926513672,122.09294128417969,-55.48941421508789,53.699161529541016,-20.533159255981445,34.082366943359375,-22.371599197387695,22.22871971130371,-15.021815299987793,13.026511192321777,-9.101009368896484,2.8778443336486816,0.9988027215003967,<DirEntry 'country
<DirEntry 'country.00044.wav'>,0.06478582088650425,1313.072681307913,2591.9864663391822,-188.39471435546875,153.09246826171875,-31.929615020751953,45.53664016723633,4.047965049743652,25.465965270996094,-11.46261978149414,15.964529991149902,-15.0348482131958,9.732458114624023,-1.5062575340270996,3.858839988708496,0.26682963967323303,<DirEntry 'country
<DirEntry 'country.00045.wav'>,0.12984316089037123,2227.6266543727406,4328.115540258846,-92.47291564941406,110.87899017333984,-55.134498596191406,51.907737731933594,-25.979148864746094,22.690629959106445,-24.521867752075195,19.973033905029297,-16.33810043334961,17.056081771850586,-10.414504051208496,10.326512336730957,-2.441533327102661,<DirEntry 'country
<DirEntry 'country.00046.wav'>,0.1206904364849188,1942.222671515824,3634.106898473753,-153.60630798339844,136.37359619140625,-62.1250114440918,85.32483673095703,-25.530630111694336,16.628246307373047,-17.93920135498047,11.307219505310059,-10.223793029785156,3.3413617610931396,4.274373531341553,-10.477139472961426,2.6293342113494873,<DirEntry 'country
<DirEntry 'country.00047.wav'>,0.09513931687451663,1619.4651154652288,3300.2839621700987,-185.06300354003906,141.28953552246094,-52.69337463378906,57.19182586669922,-13.000773429870605,12.628353118896484,0.8643211722373962,-1.2741950750350952,-6.13145112991333,5.533056735992432,-15.141454696655273,4.902949333190918,-11.62149429321289,<DirEntry 'country
<DirEntry 'country.00048.wav'>,0.061567620722157775,1461.3271411783367,3224.7095802820477,-175.11912536621094,139.6697540283203,-19.217275619506836,53.198707580566406,-11.39506721496582,15.993746757507324,-2.929605007171631,8.91014289855957,-22.76055908203125,12.214990615844727,-14.298521041870117,6.351504325866699,-0.7815923094749451,<DirEntry 'country
<DirEntry 'country.00049.wav'>,0.07655970550560712,1415.9587637415507,2737.497960774362,-131.46099853515625,160.62879943847656,-48.85371017456055,41.24652099609375,-22.89377212524414,10.901601791381836,-20.009815216064453,9.314249992370605,-12.142328262329102,1.7308578491210938,-1.487165927886963,-3.6658527851104736,0.44200852513313293,<DirEntry 'country
<DirEntry 'country.00050.wav'>,0.08060303678460944,1648.7078614899667,3576.926501776392,-157.00201416015625,137.89541625976562,-27.943599700927734,59.06782913208008,-22.642560958862305,30.649269104003906,-16.355573654174805,22.171850204467773,-15.041773796081543,15.480854988098145,-8.07181453704834,5.603028297424316,0.6646856665611267,<DirEntry 'country
<DirEntry 'country.00051.wav'>,0.06050457994972931,1457.8311709531372,2976.711363471578,-215.01792907714844,133.45228576660156,-25.72237777709961,51.54804229736328,-6.26706075668335,19.935157775878906,-16.855323791503906,17.035770416259766,-19.960201263427734,10.471197128295898,-10.42937183380127,-2.978280544281006,-0.4488757252693176,<DirEntry 'country
<DirEntry 'country.00052.wav'>,0.03619587744102862,1038.441456716084,2197.4692076928654,-274.9790344238281,149.05938720703125,-1.575202465057373,52.71342086791992,-7.2964067459106445,24.174924850463867,1.2603896856307983,19.332971572875977,-12.439029693603516,15.281477928161621,1.2274342775344849,4.14844274520874,5.435889720916748,<DirEntry 'country
<DirEntry 'country.00053.wav'>,0.11078131042150038,2104.497210141994,4537.801975329901,-100.69564819335938,119.85208892822266,-34.54071807861328,67.4728775024414,-30.769588470458984,33.31319808959961,-27.902679443359375,24.169158935546875,-21.79288673400879,15.211665153503418,-14.576598167419434,3.3444316387176514,-7.161709785461426,<DirEntry 'country
<DirEntry 'country.00054.wav'>,0.06094754507443929,1513.267214842087,3521.1866480568447,-189.0553741455078,130.7554931640625,-6.904011249542236,67.33068084716797,-11.645795822143555,35.44625473022461,-14.261255264282227,21.86189842224121,-17.146873474121094,12.979094505310059,-5.609787940979004,2.538177490234375,-2.9292151927948,<DirEntry 'country
<DirEntry 'country.00055.wav'>,0.08280237939868523,1744.5552010631582,3771.732877302059,-97.79811096191406,139.14837646484375,-32.865779876708984,53.874595642089844,-26.699535369873047,30.804386138916016,-24.710227966308594,22.68239402770996,-19.79831886291504,16.436904907226562,-12.662626266479492,2.875330924987793,-0.9500866532325745,<DirEntry 'country
<DirEntry 'country.00056.wav'>,0.05490124105761794,1326.8842609433063,2902.8523102160675,-178.95458984375,139.39266967773438,-7.641683101654053,58.00250244140625,-13.63211727142334,29.249637603759766,-12.292299270629883,22.75168800354004,-12.326131820678711,20.792863845825195,-5.780913829803467,-0.2757812738418579,0.810661792755127,<DirEntry 'country
<DirEntry 'country.00057.wav'>,0.07622058983468677,1607.226799503278,3520.6037693953017,-151.41322326660156,137.71128845214844,-26.53112030029297,54.046016693115234,-19.26239776611328,24.26540184020996,-11.815591812133789,12.642505645751953,-20.454998016357422,9.740196228027344,-17.023332595825195,3.2112531661987305,-6.136803150177002,<DirEntry 'country
<DirEntry 'country.00058.wav'>,0.07446572288283063,1648.1816476245428,3782.4245373223607,-114.45742797851562,134.84991455078125,-14.52716064453125,60.48508834838867,-25.895790100097656,27.268108367919922,-18.125274658203125,21.51036834716797,-16.4993953704834,13.49307918548584,-1.9426192045211792,1.2326563596725464,-3.0711827278137207,<DirEntry 'country
<DirEntry 'country.00059.wav'>,0.05333594656322506,1350.131956781493,3039.5290295098607,-198.6126251220703,136.51495361328125,18.065397262573242,64.89460754394531,-10.306665420532227,26.421663284301758,-13.681449890136719,21.402965545654297,-13.147509574890137,7.236321926116943,-1.7610729932785034,-2.017906665802002,-1.8398973941802979,<DirEntry 'country
<DirEntry 'country.00060.wav'>,0.042884159899458624,1225.3343784147312,2683.2319573847158,-190.66964721679688,143.4073486328125,2.159041166305542,54.58943176269531,-3.847177028656006,28.675434112548828,-8.050986289978027,25.533262252807617,-11.856255531311035,13.130908966064453,-3.8023548126220703,4.957281112670898,-0.17892085015773773,<DirEntry 'country
<DirEntry 'country.00061.wav'>,0.04926542560904872,1273.1224666361413,2776.5091969076275,-198.7886962890625,149.79312133789062,-5.381118297576904,55.10196304321289,-14.277462005615234,29.347278594970703,-17.853710174560547,20.33374786376953,-14.425271034240723,9.245345115661621,-4.868291854858398,2.1224098205566406,-2.723003387451172,<DirEntry 'country
<DirEntry 'country.00062.wav'>,0.10506921282869296,1998.2955598594342,4379.2756330662705,-109.38275909423828,127.1982421875,-29.176292419433594,56.645084381103516,-32.2602653503418,33.832149505615234,-26.759117126464844,25.115840911865234,-18.779361724853516,15.757861137390137,-6.2475175857543945,3.3766331672668457,-1.811749815940857,<DirEntry 'country
<DirEntry 'country.00063.wav'>,0.05905937318735499,1461.5463836376507,3303.364892238254,-197.65879821777344,131.5462646484375,8.55625057220459,54.79931640625,-8.350168228149414,25.223350524902344,-12.06768798828125,22.099924087524414,-11.18290901184082,7.7832560539245605,-2.0710816383361816,1.1314003467559814,2.1173391342163086,<DirEntry 'country
<DirEntry 'country.00064.wav'>,0.060618247897331785,1383.6016132689738,2875.0656517365137,-230.117919921875,142.2283477783203,-16.896406173706055,45.2944221496582,-8.636204719543457,21.016489028930664,-17.802207946777344,17.982723236083984,-15.473057746887207,3.9282548427581787,-3.0211408138275146,-1.8259992599487305,-5.828439712524414,<DirEntry 'country
<DirEntry 'country.00065.wav'>,0.039003211402745555,857.308966070496,1597.6204502610208,-255.7451171875,167.08216857910156,-5.173069000244141,31.06719207763672,5.830982685089111,7.691412448883057,5.167477130889893,-2.061544895172119,-4.077869892120361,-1.0420513153076172,-8.611551284790039,1.473575234413147,-7.14309549331665,<DirEntry 'country
<DirEntry 'country.00066.wav'>,0.10109158993136118,1633.723702553416,3125.6368614957946,-113.54862976074219,147.27980041503906,-57.590572357177734,41.337581634521484,-18.04477882385254,27.836273193359375,-12.262237548828125,18.102663040161133,-10.927577018737793,10.667525291442871,-2.653090000152588,-0.6524767279624939,-1.5785059928894043,<DirEntry 'country
<DirEntry 'country.00067.wav'>,0.03590358843290797,810.0041562484698,1384.303513812355,-334.99578857421875,171.7647247314453,9.595846176147461,30.812028884887695,10.475403785705566,14.235572814941406,12.145869255065918,7.18211555480957,-11.138813018798828,2.0538647174835205,-7.492098331451416,-4.713949680328369,-5.32975959777832,<DirEntry 'country
<DirEntry 'country.00068.wav'>,0.05087792440061872,1076.0058800628292,2133.044461916328,-236.7767791748047,163.74659729003906,-21.782594680786133,35.809749603271484,-2.5335497856140137,17.959840774536133,1.5627373456954956,11.859210968017578,-2.7162282466888428,6.068642616271973,-2.4044299125671387,-0.2677403688430786,-3.304748296737671,<DirEntry 'country
<DirEntry 'country.00069.wav'>,0.06207062971287703,1252.2253223623327,2629.49887162848,-227.2477569580078,144.1608428955078,-13.20126724243164,51.50904083251953,1.4183892011642456,16.44231605529785,-0.6394906044006348,11.134251594543457,-4.801671028137207,7.001086235046387,-3.826569080352783,1.5052649974822998,-0.13006804883480072,<DirEntry 'country
<DirEntry 'country.00070.wav'>,0.09811243232791957,1854.92907956782,3901.673184636021,-109.12659454345703,127.40950012207031,-39.13265609741211,48.85417175292969,-22.067663192749023,32.72738265991211,-15.02670669555664,15.152975082397461,-11.041144371032715,8.815720558166504,-5.136421203613281,3.615971565246582,-1.1024138927459717,<DirEntry 'country
<DirEntry 'country.00071.wav'>,0.06195847230278422,1208.3020900511922,2345.353850964327,-193.53076171875,162.2158966064453,-29.345369338989258,23.25361442565918,-5.717527389526367,0.1986558884382248,-4.231344223022461,-5.7314324378967285,-15.919742584228516,-0.1406148076057434,-15.925107955932617,-4.770659446716309,-15.030213356018066,<DirEntry 'country
<DirEntry 'country.00072.wav'>,0.08437598184938129,1616.7426916701552,3358.613462514501,-109.6008529663086,146.18312072753906,-39.834041595458984,46.60276412963867,-31.237529754638672,20.590848922729492,-16.2683048248291,14.54468059539795,-22.343687057495117,11.245710372924805,-10.770140647888184,2.922320604324341,-7.620436668395996,<DirEntry 'country
<DirEntry 'country.00073.wav'>,0.0710451106921887,1463.449987906828,3117.718038536833,-177.32852172851562,143.1148223876953,-25.572795867919922,52.96885299682617,-8.411540985107422,24.497013092041016,-10.38242244720459,9.803938865661621,-14.293649673461914,7.2586750984191895,-14.72304916381836,4.150421619415283,-6.763073921203613,<DirEntry 'country
<DirEntry 'country.00074.wav'>,0.07374935046887084,1458.28439496836,2980.6582846940255,-215.55104064941406,140.38552856445312,-24.78650665283203,38.90377426147461,-6.954872131347656,17.930044174194336,-6.547609806060791,4.084491729736328,-16.085433959960938,7.731835842132568,-6.777676105499268,3.6157169342041016,-8.206616401672363,<DirEntry 'country
<DirEntry 'country.00075.wav'>,0.11590769709493426,2040.188312650813,4506.584659585267,-75.4726791381836,121.79650115966797,-32.49522399902344,53.63003158569336,-26.229413986206055,44.8740348815918,-19.353601455688477,21.51432228088379,-17.90785789489746,10.564114570617676,-6.238631725311279,7.211031913757324,-4.232971668243408,<DirEntry 'country
<DirEntry 'country.00076.wav'>,0.06872152636794276,1281.3299033672197,2535.8469243945765,-192.20864868164062,167.971435546875,-29.21150779724121,47.84064483642578,-12.080066680908203,10.58891487121582,-1.506008505821228,4.5815277099609375,-12.300154685974121,0.5574480295181274,-11.526421546936035,-0.7680909633636475,-3.3350749015808105,<DirEntry 'country
<DirEntry 'country.00077.wav'>,0.08922669542730086,1451.842553077099,2813.880045950551,-130.01113891601562,164.61961364746094,-56.1418571472168,38.141170501708984,-22.335233688354492,10.098166465759277,-6.387928009033203,14.82646656036377,-12.871861457824707,14.099408149719238,-9.009917259216309,0.5520994067192078,-4.403411865234375,<DirEntry 'country
<DirEntry 'country.00078.wav'>,0.05096553557617943,1102.96942353151,2167.2427856728536,-306.8211669921875,152.2093048095703,-6.131295204162598,28.45478057861328,-1.4593045711517334,13.830957412719727,7.446033954620361,3.8673129081726074,2.0760245323181152,6.405194282531738,0.13605543971061707,6.833682060241699,2.5459933280944824,<DirEntry 'country
<DirEntry 'country.00079.wav'>,0.04676737420243619,918.3054172004552,1684.169604662123,-237.694091796875,188.49111938476562,-0.6415352821350098,27.168502807617188,-1.2689093351364136,4.8619465827941895,-6.034979820251465,1.757917046546936,-12.559819221496582,0.44306543469429016,-13.150996208190918,1.4700037240982056,-11.956038475036621,<DirEntry 'country
<DirEntry 'country.00080.wav'>,0.09245358118232792,1898.5409036270455,4122.0596065654,-116.25536346435547,129.1288604736328,-29.112558364868164,57.31938934326172,-16.881103515625,37.12641525268555,-13.829751968383789,23.502395629882812,-24.58823585510254,17.7523193359375,-15.977429389953613,7.020604610443115,-5.605208396911621,<DirEntry 'country
<DirEntry 'country.00081.wav'>,0.1031077798723898,1935.0172302622464,4034.044928672419,-89.11914825439453,124.58826446533203,-37.464054107666016,60.63726043701172,-17.27323341369629,26.31732177734375,-26.3265380859375,18.542156219482422,-16.877777099609375,14.550666809082031,-11.40195369720459,5.323328495025635,-2.989967107772827,<DirEntry 'country
